ID_collection	Genus	Species	Number_Bees	Country	Area	Preservation
320	Tetragonula	fuscobalteata	5	Malaysia	Perak, Bidor	Ethanol
321	Tetragonula	fuscobalteata	5	Malaysia	Perak, Bidor	Ethanol
322	Tetragonula	fuscobalteata	5	Malaysia	Perak, Bidor	Ethanol
323	Tetragonula	fuscobalteata	5	Malaysia	Perak, Bidor	Ethanol
398	Tetragonula	geissleri	2	Malaysia	Kota Kinabalu 8.02/116.07, 100m	Ethanol
303	Tetragonula	geissleri	3	Malaysia	Kota Kinabalu	Ethanol
291	Tetragonula	hirashimai	5	Thailand	Chiang Mai	Ethanol
229	Tetragonula	hockingsi	5	Australia	B. Oldroyd. Coolangatta Queensland. 960510	Ethanol
396	Tetragonula	laeviceps	2	Malaysia	Kota Kinabalu 8.02/116.07, 100m	Ethanol
230	Tetragonula	laeviceps	5	Thailand	Ban Dong	Ethanol
258	Tetragonula	laeviceps	5	Indonesia	Wuasa	Ethanol
259	Tetragonula	laeviceps	5	Indonesia	Wuasa	Ethanol
261	Tetragonula	laeviceps	5	Indonesia	Wuasa	Ethanol
262	Tetragonula	laeviceps	5	Indonesia	Sulawesi, Rahmat	Ethanol
264	Tetragonula	laeviceps	5	Indonesia	Sulawesi, Rahmat	Ethanol
265	Tetragonula	laeviceps	5	Indonesia	Sulawesi, Rahmat	Ethanol
268	Tetragonula	laeviceps	5	Malaysia	Panabo	Ethanol
308	Tetragonula	laeviceps	5	Malaysia	Sukau village	Ethanol
328	Tetragonula	laeviceps	5	NA	NA	Ethanol
329	Tetragonula	laeviceps	5	Malaysia	Kedah, Kuala Muda	Ethanol
401	Tetragonula	melanocephala	2	Malaysia	Gunnung Alab, 5.49/116.20, 1300m	Ethanol
226	Tetragonula	mellipes	5	Australia	A. Dollin. Kalumbura, Western Australia. 960325	Ethanol
290	Tetragonula	minor	1	Thailand	Phanga	Ethanol
293	Tetragonula	minor	1	Thailand	Chumpon	Ethanol
232	Tetragonula	pagdeni	5	Thailand	Chaing Mai	Ethanol
233	Tetragonula	pagdeni	5	Thailand	NA	Ethanol
260	Tetragonula	pagdeni	5	Indonesia	Wuasa	Ethanol
269	Tetragonula	pagdeni	5	Malaysia	Panabo	Ethanol
227	Tetragonula	sapiensis	4	Australia	A. Dollin, ARC8 Lake Placid near Cairns, 960307	Ethanol
235	Tetragonula	sapiensis	5	Papua New Guinea	NA	Ethanol
399	Tetragonula	sarawakensis	2	Malaysia	Gunnung Alab, 5.49/116.20, 1300m	Ethanol
289	Tetragonula	sirindhornae	1	Thailand	Ranong	Ethanol
307	Tetrigona	apicalis	3	Malaysia	Gaya island	Ethanol
236	Tetrigona	apicalis	5	Brunei	Borneo, Brunei	Ethanol
304	Tetrigona	apicalis	5	Malaysia	Sugud forest	Ethanol
394	Tetrigona	binghami	4	Malaysia	Seriusim 6.17/116.42, 200m	Ethanol
214	Trigona	albipennis	3	Ecuador	Napo, Yasuni	Ethanol
208	Trigona	amalthea	1	Brazil	Amazonas, Palmari	Ethanol
207	Trigona	amalthea	3	Ecuador	Napo, Yasuni	Ethanol
370	Trigona	amazonensis	3	Peru	LO, Quistococha	Ethanol
175	Trigona	chanchamayoensis	2	Peru	Madre de Dios, Tambopata	Ethanol
174	Trigona	chanchamayoensis	5	Ecuador	Yasuni	Ethanol
219	Trigona	corvina	2	Costa Rica	Pto. Jimenez	Ethanol
181	Trigona	fulviventris	3	Costa Rica	Pto. Jimenez	Ethanol
182	Trigona	fulviventris	3	Costa Rica	Pitilla	Ethanol
180	Trigona	fulviventris	4	Costa Rica	Santa Rosa	Ethanol
179	Trigona	fulviventris	5	Costa Rica	Santa Rosa	Ethanol
332	Trigona	fulviventris	5	Peru	Tumbes, Zapallal	Ethanol
347	Trigona	guianae	4	Peru	MD, Posada Amazonas 200m, 1247S/6914W, 23sep03	Ethanol
379	Trigona	guianae	4	Peru	San Martin, Cumbaza	Ethanol
172	Trigona	hypogea	5	Brazil	Sao Paulo, Ribeiro Preto	Ethanol
220	Trigona	nigerrima	1	Costa Rica	Arenal	Ethanol
170	Trigona	pallens	5	Peru	Madre de Dios, Tambopata	Ethanol
173	Trigona	pallens	5	Peru	Madre de Dios, Tambopata	Ethanol
210	Trigona	recursa	4	Peru	Madre de Dios, Tambopata	Ethanol
205	Trigona	recursa	5	Peru	Madre de Dios, Tambopata	Ethanol
185	Trigona	silvestriana	1	Costa Rica	Arenal	Ethanol
188	Trigona	silvestriana	4	Costa Rica	Santa Rosa	Ethanol
186	Trigona	silvestriana	3	Costa Rica	Guanacaste	Ethanol
184	Trigona	silvestriana	5	Costa Rica	Santa Rosa	Ethanol
187	Trigona	silvestriana	5	Costa Rica	Santa Rosa	Ethanol
212	Trigona	truculenta	3	Peru	Madre de Dios, Tambopata	Ethanol
211	Trigona	truculenta	3	Peru	Madre de Dios, Tambopata	Ethanol
371	Trigona	williana	1	Peru	LO, km31.5	Ethanol
178	Trigona	williana	3	Peru	Madre de Dios, Tambopata	Ethanol
150	Trigonisca	buyssoni	1	Costa Rica	Arenal	Ethanol
100	Trigonisca	sp. (sp.n.)	1	Peru	San Martin, Cumbaza	Ethanol
102	Trigonisca	sp. (sp.n.)	1	Peru	San Martin, Cumbaza	Ethanol
383	Trigonisca	townsendi	5	Peru	TU, Cerro de Amotape	Ethanol
384	Trigonisca	townsendi	5	Peru	TU, Cerro de Amotape	Ethanol
385	Trigonisca	townsendi	5	Peru	TU, Cerro de Amotape	Ethanol
